code,section,conflict_fr,econ_fr,humint_fr,morality_fr,politics,economy,crime,social_issues,intl_relations,sports,science_tech,disasters_accidents,freak_news,animals,other_soft_news
15660,nacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30594,economia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21763,nacional,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
30629,nacional,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
34294,nacional,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14038,nacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36652,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12053,internacional,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16476,economia,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26095,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3015,internacional,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31909,deportes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13864,internacional,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7136,internacional,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,nacional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11827,nacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36052,tecnologia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37355,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
37933,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14555,economia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34933,tendencias,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22525,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17226,economia,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36630,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13660,internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18478,internacional,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30366,internacional,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6388,internacional,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30180,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12689,nacional,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
29746,nacional,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25913,nacional,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
17074,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21076,internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13421,internacional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38245,nacional,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25016,nacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36193,internacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19487,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38419,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4715,nacional,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
36196,nacional,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
31250,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15337,internacional,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23203,deportes,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29906,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26422,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16660,economia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38071,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38321,nacional,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15363,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3956,internacional,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3637,internacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27805,tecnologia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22926,deportes,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38350,internacional,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
11767,internacional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14602,internacional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38114,nacional,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
33159,internacional,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6888,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11956,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38138,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33739,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34112,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
613,internacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36650,nacional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2490,nacional,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38425,deportes,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
682,internacional,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4570,tendencias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12797,magazine,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3493,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28013,internacional,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22218,nacional,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31824,magazine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26739,internacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34879,nacional,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12036,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1555,nacional,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10537,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20012,economia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11158,deportes,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1457,internacional,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
36593,deportes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1114,tendencias,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
29763,magazine,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5887,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3092,internacional,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9434,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1377,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30171,nacional,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
28309,nacional,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11604,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30559,nacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9313,deportes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7611,magazine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15575,internacional,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32505,internacional,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6170,internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30910,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10611,nacional,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2064,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9246,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8564,internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27757,nacional,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
22008,deportes,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
32625,tendencias,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30671,deportes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6735,nacional,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
31897,nacional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2836,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30994,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1250,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38567,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
27415,nacional,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27442,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1922,internacional,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2804,economia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29049,tendencias,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35760,tendencias,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6360,internacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5687,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21111,nacional,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
36575,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18768,deportes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22712,nacional,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
339,internacional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36740,magazine,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
24369,nacional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
33435,internacional,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36794,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8009,economia,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2832,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10412,nacional,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1525,nacional,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10271,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1426,nacional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28998,internacional,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
10138,internacional,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
27934,magazine,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
32063,internacional,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26758,nacional,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30761,nacional,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2956,internacional,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11280,internacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35166,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8482,nacional,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
32195,magazine,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
28893,nacional,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6847,internacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2335,internacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
448,nacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23463,deportes,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
10374,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2714,nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12683,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28881,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33903,nacional,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2878,internacional,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3050,magazine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16084,magazine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7836,nacional,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4112,nacional,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31844,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23383,nacional,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
15885,internacional,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22471,nacional,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38647,tendencias,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9911,magazine,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18961,deportes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32513,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36628,deportes,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4629,deportes,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8427,internacional,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11225,internacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
816,nacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29999,internacional,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
18263,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35855,nacional,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3667,internacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20466,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8926,internacional,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11694,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1940,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,internacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4807,internacional,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10542,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23427,nacional,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
36868,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34601,nacional,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
27951,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18560,nacional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4589,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28936,internacional,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18795,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37345,nacional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38574,deportes,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
31133,nacional,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
34077,nacional,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2869,nacional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33422,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19797,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24227,nacional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
27182,tendencias,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14042,internacional,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5366,internacional,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14381,economia,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9155,internacional,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3551,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29427,economia,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2626,internacional,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4229,internacional,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
657,internacional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38126,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
623,economia,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27571,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20807,magazine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8599,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4282,internacional,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31301,nacional,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12358,nacional,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32210,nacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31768,nacional,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
167,magazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
612,internacional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4541,internacional,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12386,internacional,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7488,nacional,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5731,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2721,internacional,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12168,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
33481,deportes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19739,internacional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4672,magazine,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
11727,nacional,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
20891,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8696,nacional,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31230,magazine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18514,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6770,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4662,nacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6456,magazine,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34617,nacional,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
30917,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11599,internacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8896,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
37799,magazine,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36701,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
249,internacional,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11753,internacional,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14721,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7455,nacional,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
25189,economia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25861,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24976,nacional,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31423,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16152,nacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22214,internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3767,internacional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14775,deportes,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3512,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
37923,internacional,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18868,nacional,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
31666,nacional,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4936,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20035,deportes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19836,nacional,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33759,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26195,internacional,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
17449,internacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9218,internacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3455,internacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9752,internacional,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8445,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17755,internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2930,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34203,deportes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24893,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31224,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18632,economia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13466,economia,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6310,nacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5716,tecnologia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12950,internacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10135,nacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30715,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9812,nacional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
31629,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22703,nacional,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4029,economia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16304,internacional,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30740,internacional,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8135,internacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
34439,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4078,internacional,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7161,tecnologia,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
29722,economia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3802,internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12894,magazine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9510,nacional,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
36834,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16112,economia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1884,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13734,internacional,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27098,magazine,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
29818,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901,internacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17016,magazine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32124,nacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12361,internacional,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
37757,internacional,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5367,economia,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7418,nacional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16170,internacional,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
33352,economia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19821,nacional,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11250,economia,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18314,nacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33267,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16921,magazine,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
9165,magazine,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
13243,magazine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4583,nacional,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2585,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27012,internacional,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19993,nacional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12342,internacional,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
11183,internacional,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19291,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20964,nacional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4758,nacional,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
32641,nacional,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18920,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15656,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29055,economia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35203,internacional,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
17120,internacional,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1385,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14741,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20580,nacional,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16299,economia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35084,nacional,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
21035,nacional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4839,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34757,nacional,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15861,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13925,nacional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33649,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13395,deportes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20730,economia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
33002,economia,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
15428,internacional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19532,tecnologia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30091,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19969,deportes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28251,internacional,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
61,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37022,economia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26192,deportes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28063,deportes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14120,internacional,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
31559,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23522,nacional,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24038,nacional,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27197,deportes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37330,nacional,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31522,deportes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27311,deportes,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
32934,tendencias,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30904,nacional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13608,economia,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
32967,internacional,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
523,internacional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29855,internacional,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
